,sircat_id,sc_insitu,sir_start_time,hss_start_time,sir_end_time,hss_end_time,hss_vtmax_time,sc_heliodistance,sc_long_heeq,sc_lat_heeq,hss_vtmax,hss_vtmean,hss_vtstd,hss_btmax,hss_btmean,hss_btstd,hss_bzmin,hss_bzmean,hss_bzstd,hss_duration,sir_vtmax,sir_vtmean,sir_vtstd,sir_btmax,sir_btmean,sir_btstd,sir_bzmin,sir_bzmean,sir_bzstd,sir_duration
689,SIR_STEREO_B_JIAN_20130318_01,STEREO-B,2013-03-18T00:24Z,2013-03-18T17:53Z,2013-03-18T21:50Z,,,1.0382,-140.69,4.76,,,,,,,,,,,656.1,458.4,75.6,15.1,10.3,1.8,-9.9,0.7,5.1,3.95
690,SIR_STEREO_B_JIAN_20130331_01,STEREO-B,2013-03-31T07:00Z,2013-03-31T15:22Z,2013-03-31T22:00Z,,,1.0293,-141.45,3.49,,,,,,,,,,,459.7,380.9,48.3,8.2,5.3,1.2,-5.9,0.0,3.1,6.63
691,SIR_STEREO_B_JIAN_20130410_01,STEREO-B,2013-04-09T06:40Z,2013-04-10T01:35Z,2013-04-12T07:20Z,,,1.0232,-141.81,2.45,,,,,,,,,,,435.0,341.4,37.0,10.5,7.2,1.9,-6.9,2.7,4.5,53.75
692,SIR_STEREO_B_JIAN_20130413_01,STEREO-B,2013-04-13T01:00Z,2013-04-13T16:43Z,2013-04-14T18:30Z,,,1.0209,-141.91,2.02,,,,,,,,,,,671.8,443.1,93.0,11.7,7.9,2.1,-9.3,0.5,3.2,25.78
693,SIR_STEREO_B_JIAN_20130512_01,STEREO-B,2013-05-12T02:00Z,2013-05-12T12:14Z,2013-05-15T00:00Z,,,1.0062,-141.86,-1.53,,,,,,,,,,,611.3,400.2,45.9,11.7,7.9,1.6,-8.9,-0.8,4.0,59.77
694,SIR_STEREO_B_JIAN_20130523_01,STEREO-B,2013-05-22T03:48Z,2013-05-23T08:50Z,2013-05-23T22:21Z,,,1.0027,-141.5,-2.84,,,,,,,,,,,695.8,460.3,51.7,24.4,13.0,4.9,-21.8,-2.5,7.9,13.52
695,SIR_STEREO_B_JIAN_20130530_01,STEREO-B,2013-05-30T20:25Z,2013-05-30T22:33Z,2013-05-31T22:25Z,,,1.001,-141.16,-3.7,,,,,,,,,,,529.4,443.5,40.0,16.0,7.6,2.8,-12.5,-1.3,4.7,23.87
696,SIR_STEREO_B_JIAN_20130608_01,STEREO-B,2013-06-07T10:00Z,2013-06-08T04:30Z,2013-06-09T09:00Z,,,1.0,-140.73,-4.57,,,,,,,,,,,465.3,373.5,40.6,13.2,6.6,3.1,-7.2,2.5,3.4,28.5
697,SIR_STEREO_B_JIAN_20130611_01,STEREO-B,2013-06-10T16:17Z,2013-06-11T20:46Z,2013-06-12T20:00Z,,,0.9997,-140.52,-4.93,,,,,,,,,,,690.4,483.1,116.7,12.1,7.3,2.0,-8.4,0.0,3.9,23.23
698,SIR_STEREO_B_JIAN_20130617_01,STEREO-B,2013-06-17T04:45Z,2013-06-17T10:25Z,2013-06-18T08:26Z,,,0.9997,-140.2,-5.43,,,,,,,,,,,739.4,565.3,117.3,13.8,7.0,2.6,-12.9,-0.9,3.5,22.02
699,SIR_STEREO_B_JIAN_20130627_01,STEREO-B,2013-06-26T13:18Z,2013-06-27T19:01Z,2013-06-28T11:38Z,,,1.0007,-139.57,-6.23,,,,,,,,,,,442.9,355.6,46.6,14.3,8.3,2.3,-8.5,0.8,3.3,16.62
700,SIR_STEREO_B_JIAN_20130708_01,STEREO-B,2013-07-08T04:00Z,2013-07-08T15:27Z,2013-07-09T20:50Z,,,1.0032,-138.94,-6.84,,,,,,,,,,,588.1,409.4,67.1,13.7,8.0,2.1,-7.9,1.3,3.7,29.38
701,SIR_STEREO_B_JIAN_20130716_01,STEREO-B,2013-07-15T22:20Z,2013-07-16T21:11Z,2013-07-17T06:00Z,,,1.0059,-138.51,-7.13,,,,,,,,,,,456.9,328.5,43.1,14.5,7.5,2.3,-13.0,-1.3,3.5,8.82
702,SIR_STEREO_B_JIAN_20130726_01,STEREO-B,2013-07-25T23:44Z,2013-07-26T07:27Z,2013-07-26T14:00Z,,,1.0098,-138.1,-7.29,,,,,,,,,,,597.8,453.8,40.2,11.6,7.7,2.0,-9.4,-0.0,4.8,6.55
703,SIR_STEREO_B_JIAN_20130805_01,STEREO-B,2013-08-05T09:21Z,2013-08-05T09:50Z,2013-08-07T05:01Z,,,1.0149,-137.78,-7.25,,,,,,,,,,,538.1,418.7,63.6,16.8,8.6,1.7,-10.4,0.9,4.0,43.18
704,SIR_STEREO_B_JIAN_20130811_01,STEREO-B,2013-08-10T12:00Z,2013-08-11T12:18Z,2013-08-11T14:49Z,,,1.0184,-137.68,-7.12,,,,,,,,,,,599.7,444.1,66.4,16.0,9.6,2.5,-12.9,0.4,4.9,2.52
705,SIR_STEREO_B_JIAN_20130821_01,STEREO-B,2013-08-20T06:27Z,2013-08-21T01:31Z,2013-08-21T19:59Z,,,1.0243,-137.64,-6.77,,,,,,,,,,,719.4,492.0,95.6,14.6,8.0,2.6,-13.6,-0.0,4.4,18.47
706,SIR_STEREO_B_JIAN_20130921_01,STEREO-B,2013-09-20T18:42Z,2013-09-21T07:09Z,2013-09-21T18:00Z,,,1.0456,-138.76,-4.56,,,,,,,,,,,520.7,384.5,74.6,15.2,8.7,2.5,-11.0,1.4,4.9,10.85
707,SIR_STEREO_B_JIAN_20131001_01,STEREO-B,2013-10-01T06:00Z,2013-10-01T23:03Z,2013-10-02T16:00Z,,,1.0529,-139.58,-3.53,,,,,,,,,,,434.4,354.0,54.4,11.2,5.5,2.4,-7.5,1.3,3.4,16.95
708,SIR_STEREO_B_JIAN_20131006_01,STEREO-B,2013-10-04T18:00Z,2013-10-06T08:03Z,2013-10-07T15:25Z,,,1.0558,-139.97,-3.08,,,,,,,,,,,435.2,342.7,35.1,8.4,5.2,1.5,-6.2,1.3,2.6,31.37
709,SIR_STEREO_B_JIAN_20131017_01,STEREO-B,2013-10-17T18:10Z,2013-10-17T03:38Z,2013-10-18T13:34Z,,,1.0627,-141.07,-1.92,,,,,,,,,,,396.4,329.9,23.5,9.7,5.8,1.6,-7.2,1.2,3.7,33.93
710,SIR_STEREO_B_JIAN_20131031_01,STEREO-B,2013-10-31T12:00Z,2013-10-31T08:54Z,2013-11-02T05:30Z,,,1.0708,-142.77,-0.34,,,,,,,,,,,542.6,416.1,61.7,13.7,6.0,2.3,-10.8,-0.9,3.3,44.6
711,SIR_STEREO_B_JIAN_20131121_01,STEREO-B,2013-11-20T13:00Z,2013-11-21T09:14Z,2013-11-22T06:00Z,,,1.0799,-145.67,1.95,,,,,,,,,,,487.9,387.2,52.4,8.9,5.6,1.6,-6.6,0.6,2.9,20.77
712,SIR_STEREO_B_JIAN_20131127_01,STEREO-B,2013-11-27T03:45Z,2013-11-27T13:13Z,2013-11-28T07:30Z,,,1.0819,-146.58,2.6,,,,,,,,,,,523.0,417.2,51.7,10.8,5.2,1.7,-9.2,-1.2,3.3,18.28
713,SIR_STEREO_B_JIAN_20131202_01,STEREO-B,2013-12-01T19:33Z,2013-12-02T10:16Z,2013-12-03T18:00Z,,,1.0832,-147.33,3.09,,,,,,,,,,,611.4,506.3,68.4,9.3,6.0,2.1,-8.3,0.7,2.8,31.73
714,SIR_STEREO_B_JIAN_20131215_01,STEREO-B,2013-12-15T01:08Z,2013-12-15T09:41Z,2013-12-16T06:49Z,,,1.0855,-149.35,4.3,,,,,,,,,,,497.8,399.8,45.8,12.9,7.1,2.0,-11.4,-0.2,4.4,21.13
715,SIR_STEREO_B_JIAN_20131222_01,STEREO-B,2013-12-22T00:08Z,2013-12-22T08:41Z,2013-12-22T13:00Z,,,1.086,-150.46,4.89,,,,,,,,,,,691.9,480.8,88.7,22.2,13.4,5.5,-17.6,-0.8,7.4,4.32
716,SIR_STEREO_B_JIAN_20140101_01,STEREO-B,2013-12-31T21:47Z,2014-01-01T18:02Z,2014-01-02T17:38Z,,,1.0859,-152.12,5.67,,,,,,,,,,,540.3,449.2,35.5,11.7,6.5,2.2,-7.4,-1.2,3.5,23.6
717,SIR_STEREO_B_JIAN_20140111_01,STEREO-B,2014-01-08T21:30Z,2014-01-11T07:48Z,2014-01-14T20:00Z,,,1.0848,-153.64,6.26,,,,,,,,,,,452.5,348.5,37.7,9.7,5.6,1.5,-7.7,0.3,3.2,84.2
718,SIR_STEREO_B_JIAN_20140118_01,STEREO-B,2014-01-18T00:45Z,2014-01-18T23:22Z,2014-01-19T20:00Z,,,1.0832,-154.84,6.65,,,,,,,,,,,643.8,421.2,93.3,14.3,8.8,2.8,-11.7,0.6,5.4,20.63
719,SIR_STEREO_B_JIAN_20140124_01,STEREO-B,2014-01-24T07:13Z,2014-01-24T15:15Z,2014-01-26T11:42Z,,,1.0817,-155.71,6.89,,,,,,,,,,,666.6,411.8,73.5,13.2,6.8,2.0,-8.2,-1.5,3.8,44.45
720,SIR_STEREO_B_JIAN_20140212_01,STEREO-B,2014-02-12T12:15Z,2014-02-12T15:32Z,2014-02-13T23:30Z,,,1.0744,-158.5,7.3,,,,,,,,,,,655.3,494.8,70.2,13.7,7.4,2.8,-11.2,-1.0,4.6,31.97
721,SIR_STEREO_B_JIAN_20140330_01,STEREO-B,2014-03-29T17:08Z,2014-03-30T12:13Z,2014-03-31T09:44Z,,,1.0467,-163.51,5.76,,,,,,,,,,,350.9,316.0,11.5,11.1,6.1,1.7,-5.9,0.9,3.7,21.52
722,SIR_STEREO_B_JIAN_20140403_01,STEREO-B,2014-04-02T06:04Z,2014-04-03T04:32Z,2014-04-03T22:15Z,,,1.0442,-163.77,5.48,,,,,,,,,,,431.1,360.6,20.7,9.2,5.6,1.0,-7.4,1.1,3.3,17.72
723,SIR_STEREO_B_JIAN_20140405_01,STEREO-B,2014-04-05T15:20Z,2014-04-05T21:22Z,2014-04-06T17:00Z,,,1.0423,-163.95,5.27,,,,,,,,,,,463.5,374.1,42.3,10.2,6.8,1.8,-7.5,0.3,3.0,19.63
724,SIR_STEREO_B_JIAN_20140418_01,STEREO-B,2014-04-17T18:00Z,2014-04-18T21:36Z,2014-04-19T13:42Z,,,1.0332,-164.6,4.08,,,,,,,,,,,360.1,293.5,14.4,8.5,5.1,1.2,-5.8,-0.8,2.6,16.1
725,SIR_STEREO_B_JIAN_20140501_01,STEREO-B,2014-04-30T16:20Z,2014-05-01T19:31Z,2014-05-03T19:16Z,,,1.0246,-164.95,2.71,,,,,,,,,,,421.7,336.2,27.8,10.4,5.8,2.0,-7.9,-0.3,2.8,47.75
726,SIR_STEREO_B_JIAN_20140513_01,STEREO-B,2014-05-13T13:45Z,2014-05-13T14:06Z,2014-05-15T06:00Z,,,1.0174,-165.01,1.32,,,,,,,,,,,510.0,413.2,31.6,13.4,7.3,1.8,-9.9,-0.7,4.5,39.9
727,SIR_STEREO_B_JIAN_20140519_01,STEREO-B,2014-05-19T01:43Z,2014-05-19T14:08Z,2014-05-20T06:00Z,,,1.014,-164.96,0.58,,,,,,,,,,,433.6,351.1,31.5,9.9,7.0,1.4,-8.4,0.6,3.3,15.87
728,SIR_STEREO_B_JIAN_20140524_01,STEREO-B,2014-05-23T02:00Z,2014-05-24T04:21Z,2014-05-25T12:00Z,,,1.0117,-164.88,0.01,,,,,,,,,,,438.1,346.9,34.5,10.3,6.5,1.7,-8.9,-0.2,3.9,31.65
729,SIR_STEREO_B_JIAN_20140606_01,STEREO-B,2014-06-05T10:52Z,2014-06-06T09:39Z,2014-06-07T16:45Z,,,1.0059,-164.5,-1.64,,,,,,,,,,,708.7,472.4,117.1,17.3,9.2,3.3,-11.8,0.9,4.9,31.1
730,SIR_STEREO_B_JIAN_20140616_01,STEREO-B,2014-06-15T15:00Z,2014-06-16T21:46Z,2014-06-17T16:00Z,,,1.0025,-164.05,-2.9,,,,,,,,,,,437.6,346.9,33.0,13.0,8.4,2.3,-9.7,0.3,4.3,18.23
731,SIR_STEREO_B_JIAN_20140619_01,STEREO-B,2014-06-18T21:00Z,2014-06-19T13:02Z,2014-06-20T08:30Z,,,1.0019,-163.92,-3.21,,,,,,,,,,,431.5,358.4,33.4,7.9,4.3,1.3,-5.7,-0.3,2.2,19.47
732,SIR_STEREO_B_JIAN_20140701_01,STEREO-B,2014-07-01T11:18Z,2014-07-01T13:53Z,2014-07-02T18:47Z,,,1.0,-163.29,-4.51,,,,,,,,,,,696.1,577.5,77.9,33.0,10.5,7.1,-28.1,3.2,7.8,28.9
733,SIR_STEREO_B_JIAN_20140714_01,STEREO-B,2014-07-12T04:33Z,2014-07-14T13:02Z,2014-07-15T16:00Z,,,0.9999,-162.55,-5.69,,,,,,,,,,,468.5,382.9,48.7,7.9,5.0,1.5,-6.7,-0.1,2.4,26.97
734,SIR_STEREO_B_JIAN_20140722_01,STEREO-B,2014-07-21T11:25Z,2014-07-22T10:41Z,2014-07-25T16:00Z,,,1.0008,-162.12,-6.27,,,,,,,,,,,544.6,385.6,68.5,11.5,6.1,1.6,-9.3,-0.8,3.1,77.32
735,SIR_STEREO_B_JIAN_20140730_01,STEREO-B,2014-07-30T08:06Z,2014-07-30T18:07Z,2014-07-31T10:00Z,,,1.0026,-161.7,-6.75,,,,,,,,,,,607.0,416.8,104.2,19.7,10.3,3.9,-16.8,-0.6,5.8,15.88
736,SIR_STEREO_B_JIAN_20140806_01,STEREO-B,2014-08-06T12:35Z,2014-08-06T22:21Z,2014-08-07T11:30Z,,,1.0048,-161.37,-7.04,,,,,,,,,,,545.7,403.9,65.4,17.8,9.0,3.0,-16.0,0.2,5.8,13.15
737,SIR_STEREO_B_JIAN_20140809_01,STEREO-B,2014-08-08T21:09Z,2014-08-09T03:08Z,2014-08-09T22:16Z,,,1.0056,-161.28,-7.11,,,,,,,,,,,447.8,382.6,29.9,8.6,4.9,1.3,-5.8,-0.3,1.7,19.13
738,SIR_STEREO_B_JIAN_20140810_01,STEREO-B,2014-08-09T22:35Z,2014-08-10T10:58Z,2014-08-11T01:30Z,,,1.0061,-161.23,-7.15,,,,,,,,,,,644.4,438.3,84.6,13.6,7.2,2.7,-9.2,-0.6,4.1,14.53
739,SIR_STEREO_B_JIAN_20140826_01,STEREO-B,2014-08-24T11:10Z,2014-08-26T07:38Z,2014-08-26T17:35Z,,,1.0133,-160.8,-7.29,,,,,,,,,,,487.5,352.8,57.7,12.0,7.3,1.9,-9.4,0.6,3.7,9.95
740,SIR_STEREO_B_JIAN_20140908_01,STEREO-B,2014-09-07T01:00Z,2014-09-08T21:00Z,2014-09-08T21:00Z,,,1.021,-160.74,-6.98,,,,,,,,,,,593.8,455.0,66.2,12.7,6.6,2.3,-10.1,0.2,3.2,0.0
741,SIR_STEREO_B_JIAN_20140913_01,STEREO-B,2014-09-13T01:00Z,2014-09-13T07:42Z,2014-09-14T04:36Z,,,1.0238,-160.8,-6.8,,,,,,,,,,,537.4,434.9,45.4,9.3,6.4,1.5,-8.3,0.3,3.4,20.9
742,SIR_WIND_GRANDIN_20070109_01,Wind,,2007-01-09T04:00Z,,2007-01-12T05:00Z,2007-01-11T17:34Z,0.9726,0.1,-3.86,566.7,415.0,58.8,8.8,6.3,1.1,-7.7,0.5,2.9,73.0,,,,,,,,,,
743,SIR_WIND_GRANDIN_20070114_01,Wind,,2007-01-14T08:00Z,,2007-01-22T04:00Z,2007-01-17T12:53Z,0.9729,0.13,-4.41,749.4,568.5,102.3,14.6,5.9,2.8,-12.4,0.2,3.1,188.0,,,,,,,,,,
744,SIR_WIND_GRANDIN_20070128_01,Wind,,2007-01-28T00:00Z,,2007-02-02T23:00Z,2007-01-30T09:44Z,0.9747,0.21,-5.68,734.8,539.0,132.6,21.4,5.2,3.2,-17.0,-0.1,3.4,143.0,,,,,,,,,,
745,SIR_WIND_GRANDIN_20070212_01,Wind,,2007-02-12T08:00Z,,2007-02-18T01:00Z,2007-02-15T13:58Z,0.9778,0.25,-6.7,841.8,560.8,96.9,16.7,5.7,2.7,-11.1,-0.0,2.8,137.0,,,,,,,,,,
746,SIR_WIND_GRANDIN_20070225_01,Wind,,2007-02-25T00:00Z,,2007-03-02T14:00Z,2007-02-28T07:18Z,0.981,0.22,-7.17,688.1,471.4,128.5,16.0,5.4,2.6,-15.5,0.1,2.9,134.0,,,,,,,,,,
747,SIR_WIND_GRANDIN_20070304_01,Wind,,2007-03-04T05:00Z,,2007-03-08T12:00Z,2007-03-07T12:32Z,0.9829,0.19,-7.28,653.8,481.6,83.9,10.9,5.7,2.2,-8.0,0.6,3.0,103.0,,,,,,,,,,
748,SIR_WIND_GRANDIN_20070311_01,Wind,,2007-03-11T06:00Z,,2007-03-18T11:00Z,2007-03-13T04:57Z,0.9848,0.14,-7.27,763.2,575.8,100.7,12.1,4.9,2.2,-9.1,0.1,2.7,173.0,,,,,,,,,,
749,SIR_WIND_GRANDIN_20070323_01,Wind,,2007-03-23T06:00Z,,2007-03-26T20:00Z,2007-03-23T14:25Z,0.9882,0.03,-7.0,544.4,397.3,58.5,13.1,6.9,2.3,-9.8,0.0,4.9,86.0,,,,,,,,,,
750,SIR_WIND_GRANDIN_20070327_01,Wind,,2007-03-27T06:00Z,,2007-03-28T21:00Z,2007-03-28T04:35Z,0.9893,-0.0,-6.84,619.3,508.1,60.2,8.8,4.7,2.3,-8.2,-0.3,2.4,39.0,,,,,,,,,,
751,SIR_WIND_GRANDIN_20070331_01,Wind,,2007-03-31T18:00Z,,2007-04-04T23:00Z,2007-04-02T21:29Z,0.9905,-0.04,-6.63,676.5,542.9,69.0,14.3,5.2,2.0,-11.8,0.3,2.7,101.0,,,,,,,,,,
752,SIR_WIND_GRANDIN_20070408_01,Wind,,2007-04-08T20:00Z,,2007-04-13T03:00Z,2007-04-10T08:05Z,0.9928,-0.11,-6.14,712.7,452.6,59.1,18.9,5.3,2.8,-9.7,0.1,2.9,103.0,,,,,,,,,,
753,SIR_WIND_GRANDIN_20070422_01,Wind,,2007-04-22T00:00Z,,2007-04-23T18:00Z,2007-04-23T10:51Z,0.9962,-0.2,-5.1,542.0,421.0,72.8,15.1,6.9,3.0,-13.4,-0.1,3.5,42.0,,,,,,,,,,
754,SIR_WIND_GRANDIN_20070427_01,Wind,,2007-04-27T14:00Z,,2007-05-02T06:00Z,2007-04-29T22:01Z,0.9975,-0.22,-4.58,700.8,583.3,66.7,10.7,4.4,1.6,-8.9,0.1,2.3,112.0,,,,,,,,,,
755,SIR_WIND_GRANDIN_20070506_01,Wind,,2007-05-06T16:00Z,,2007-05-10T13:00Z,2007-05-08T04:25Z,0.9994,-0.24,-3.65,690.4,493.2,120.1,21.6,5.4,4.1,-19.3,0.1,3.9,93.0,,,,,,,,,,
756,SIR_WIND_GRANDIN_20070517_01,Wind,,2007-05-17T22:00Z,,2007-05-22T11:00Z,2007-05-20T02:03Z,1.0014,-0.24,-2.38,700.9,530.1,82.8,20.9,6.5,4.1,-14.9,1.1,3.7,109.0,,,,,,,,,,
757,SIR_WIND_GRANDIN_20070522_01,Wind,,2007-05-22T20:00Z,,2007-05-28T17:00Z,2007-05-25T14:12Z,1.0021,-0.22,-1.8,728.4,600.3,75.8,11.8,5.1,2.4,-10.9,-0.5,3.2,141.0,,,,,,,,,,
758,SIR_WIND_GRANDIN_20070603_01,Wind,,2007-06-03T12:00Z,,2007-06-05T01:00Z,2007-06-04T18:46Z,1.0035,-0.16,-0.39,546.7,475.1,34.0,8.7,5.6,1.3,-6.1,0.1,2.2,37.0,,,,,,,,,,
759,SIR_WIND_GRANDIN_20070613_01,Wind,,2007-06-13T08:00Z,,2007-06-17T04:00Z,2007-06-15T05:26Z,1.0044,-0.1,0.81,655.4,484.2,89.7,11.6,5.8,2.7,-10.7,-0.6,3.1,92.0,,,,,,,,,,
760,SIR_WIND_GRANDIN_20070617_01,Wind,,2007-06-17T09:00Z,,2007-06-19T02:00Z,2007-06-18T02:35Z,1.0047,-0.07,1.3,551.6,475.7,22.2,6.0,4.2,0.8,-4.6,0.1,1.6,41.0,,,,,,,,,,
761,SIR_WIND_GRANDIN_20070621_01,Wind,,2007-06-21T07:00Z,,2007-06-24T22:00Z,2007-06-23T03:59Z,1.005,-0.04,1.77,600.0,512.1,38.8,11.7,4.9,1.6,-9.1,-0.2,2.5,87.0,,,,,,,,,,
762,SIR_WIND_GRANDIN_20070629_01,Wind,,2007-06-29T09:00Z,,2007-07-01T01:00Z,2007-06-30T03:37Z,1.0054,0.03,2.7,550.1,465.0,63.2,15.0,5.8,2.2,-10.9,0.1,2.0,40.0,,,,,,,,,,
763,SIR_WIND_GRANDIN_20070703_01,Wind,,2007-07-03T09:00Z,,2007-07-05T20:00Z,2007-07-04T09:29Z,1.0055,0.06,3.15,649.1,494.2,73.1,13.4,5.4,2.4,-9.5,-0.3,2.8,59.0,,,,,,,,,,
764,SIR_WIND_GRANDIN_20070710_01,Wind,,2007-07-10T04:00Z,,2007-07-13T04:00Z,2007-07-11T17:35Z,1.0056,0.11,3.87,613.7,461.7,111.8,17.5,4.5,3.4,-14.3,0.3,2.9,72.0,,,,,,,,,,
765,SIR_WIND_GRANDIN_20070714_01,Wind,,2007-07-14T06:00Z,,2007-07-16T19:00Z,2007-07-15T02:23Z,1.0057,0.14,4.27,625.7,500.4,49.8,13.1,5.1,2.9,-11.2,-1.3,2.7,61.0,,,,,,,,,,
766,SIR_WIND_GRANDIN_20070720_01,Wind,,2007-07-20T03:00Z,,2007-07-22T05:00Z,2007-07-21T05:45Z,1.0056,0.18,4.82,548.4,446.1,56.1,14.5,6.0,2.3,-11.1,-1.1,3.2,50.0,,,,,,,,,,
767,SIR_WIND_GRANDIN_20070726_01,Wind,,2007-07-26T14:00Z,,2007-08-03T21:00Z,2007-07-31T05:04Z,1.0053,0.21,5.37,986.8,506.1,83.6,17.3,4.8,2.7,-13.5,-0.2,2.5,199.0,,,,,,,,,,
768,SIR_WIND_GRANDIN_20070806_01,Wind,,2007-08-06T05:00Z,,2007-08-09T04:00Z,2007-08-07T08:22Z,1.0046,0.24,6.14,711.2,526.8,111.0,17.7,5.2,3.3,-14.5,0.1,2.8,71.0,,,,,,,,,,
769,SIR_WIND_GRANDIN_20070810_01,Wind,,2007-08-10T11:00Z,,2007-08-12T07:00Z,2007-08-10T23:11Z,1.0042,0.25,6.39,590.9,515.3,52.1,13.8,4.9,2.3,-11.5,-0.6,2.5,44.0,,,,,,,,,,
770,SIR_WIND_GRANDIN_20070824_01,Wind,,2007-08-24T23:00Z,,2007-08-30T10:00Z,2007-08-27T10:37Z,1.002,0.21,7.0,707.0,493.3,119.9,20.4,5.3,3.4,-11.9,-0.4,3.0,131.0,,,,,,,,,,
771,SIR_WIND_GRANDIN_20070831_01,Wind,,2007-08-31T17:00Z,,2007-09-05T23:00Z,2007-09-03T23:53Z,1.0007,0.18,7.15,693.8,546.0,80.1,10.5,4.5,1.6,-9.2,0.1,2.1,126.0,,,,,,,,,,
772,SIR_WIND_GRANDIN_20070920_01,Wind,,2007-09-20T08:00Z,,2007-09-26T14:00Z,2007-09-24T08:16Z,0.9959,0.03,7.07,717.3,559.5,91.6,13.1,4.8,2.2,-11.8,-0.2,2.5,150.0,,,,,,,,,,
773,SIR_WIND_GRANDIN_20070927_01,Wind,,2007-09-27T10:00Z,,2007-10-02T03:00Z,2007-09-30T01:21Z,,,,712.6,567.7,65.9,11.7,4.1,1.8,-8.6,-0.1,2.2,113.0,,,,,,,,,,
774,SIR_WIND_GRANDIN_20071002_01,Wind,,2007-10-02T20:00Z,,2007-10-05T14:00Z,2007-10-03T15:49Z,0.9923,-0.09,6.62,617.8,519.5,46.1,8.2,4.1,1.5,-7.2,0.3,2.3,66.0,,,,,,,,,,
775,SIR_WIND_GRANDIN_20071016_01,Wind,,2007-10-16T00:00Z,,2007-10-21T21:00Z,2007-10-20T01:57Z,0.9884,-0.19,5.82,694.8,471.5,129.3,14.0,5.1,2.6,-11.3,-0.5,2.6,141.0,,,,,,,,,,
776,SIR_WIND_GRANDIN_20071025_01,Wind,,2007-10-25T03:00Z,,2007-10-29T00:00Z,2007-10-25T20:08Z,0.9856,-0.23,5.09,735.1,552.5,95.1,20.9,4.4,2.6,-12.7,0.1,2.7,93.0,,,,,,,,,,
777,SIR_WIND_GRANDIN_20071113_01,Wind,,2007-11-13T00:00Z,,2007-11-17T14:00Z,2007-11-13T09:18Z,0.98,-0.23,3.19,800.5,569.6,60.8,15.5,5.4,2.3,-12.0,-0.1,2.7,110.0,,,,,,,,,,
778,SIR_WIND_GRANDIN_20071119_01,Wind,,2007-11-19T17:00Z,,2007-11-27T18:00Z,2007-11-19T22:30Z,0.9782,-0.21,2.41,983.2,545.9,69.9,19.9,5.3,4.3,-18.0,-0.4,3.6,193.0,,,,,,,,,,
779,SIR_WIND_GRANDIN_20071210_01,Wind,,2007-12-10T02:00Z,,2007-12-15T05:00Z,2007-12-11T09:22Z,0.974,-0.08,-0.15,690.4,522.5,81.5,16.5,5.5,2.8,-14.8,-0.3,3.1,123.0,,,,,,,,,,
780,SIR_WIND_GRANDIN_20071217_01,Wind,,2007-12-17T01:00Z,,2007-12-24T02:00Z,2007-12-20T22:26Z,0.9732,-0.02,-1.05,762.7,600.2,65.3,19.9,4.8,2.3,-17.9,-0.1,2.7,169.0,,,,,,,,,,
781,SIR_WIND_GRANDIN_20080104_01,Wind,,2008-01-04T22:00Z,,2008-01-11T07:00Z,2008-01-10T22:09Z,0.9726,0.14,-3.37,911.1,573.6,84.6,18.2,5.4,2.6,-14.5,0.0,3.1,153.0,,,,,,,,,,
782,SIR_WIND_GRANDIN_20080112_01,Wind,,2008-01-12T10:00Z,,2008-01-22T07:00Z,2008-01-15T00:10Z,0.9731,0.18,-4.2,746.1,601.0,70.8,9.7,4.5,1.4,-7.7,-0.2,2.2,237.0,,,,,,,,,,
783,SIR_WIND_GRANDIN_20080124_01,Wind,,2008-01-24T12:00Z,,2008-01-26T12:00Z,2008-01-25T07:27Z,0.9746,0.24,-5.38,580.8,479.9,42.8,9.9,4.4,1.5,-7.0,-0.7,2.2,48.0,,,,,,,,,,
784,SIR_WIND_GRANDIN_20080131_01,Wind,,2008-01-31T10:00Z,,2008-02-05T13:00Z,2008-02-04T03:44Z,0.9758,0.25,-5.95,1052.2,537.5,77.5,14.2,5.4,2.0,-9.4,0.3,2.8,123.0,,,,,,,,,,
785,SIR_WIND_GRANDIN_20080207_01,Wind,,2008-02-07T13:00Z,,2008-02-22T17:00Z,2008-02-11T23:48Z,0.9772,0.24,-6.43,772.9,555.0,100.0,17.5,4.6,2.0,-12.7,-0.2,2.5,364.0,,,,,,,,,,
786,SIR_WIND_GRANDIN_20080227_01,Wind,,2008-02-27T00:00Z,,2008-03-04T03:00Z,2008-03-01T07:20Z,0.9817,0.16,-7.22,830.6,587.4,135.3,11.6,4.9,2.3,-9.2,0.4,2.6,147.0,,,,,,,,,,
787,SIR_WIND_GRANDIN_20080308_01,Wind,,2008-03-08T05:00Z,,2008-03-21T21:00Z,2008-03-11T01:27Z,0.9843,0.07,-7.29,742.7,567.2,80.3,17.8,4.5,2.1,-15.5,-0.3,2.7,328.0,,,,,,,,,,
788,SIR_WIND_GRANDIN_20080322_01,Wind,,2008-03-22T04:00Z,,2008-03-24T10:00Z,2008-03-23T12:38Z,0.9881,-0.06,-7.02,530.6,454.5,24.5,7.9,4.7,1.5,-6.5,0.1,2.3,54.0,,,,,,,,,,
789,SIR_WIND_GRANDIN_20080325_01,Wind,,2008-03-25T20:00Z,,2008-03-31T01:00Z,2008-03-29T20:30Z,0.9891,-0.09,-6.87,1097.4,555.6,82.9,10.0,4.6,1.6,-7.8,-0.1,2.1,125.0,,,,,,,,,,
